Serial,IQ,English,Math,Physics,Chemistry,Biology,CS,STREAM
2913,109,96,90,85,90,0,65,EE or ME or AUE or CIVIL
2914,97,89,94,94,97,75,0,EE or ME or AUE or CIVIL
2915,96,92,96,85,100,64,0,EE or ME or AUE or CIVIL
2916,95,87,98,85,91,0,63,EE or ME or AUE or CIVIL
2917,106,97,92,86,87,0,72,EE or ME or AUE or CIVIL
2918,112,96,100,89,89,0,66,EE or ME or AUE or CIVIL
2919,96,99,98,92,91,69,0,EE or ME or AUE or CIVIL
2920,106,90,93,85,93,69,0,EE or ME or AUE or CIVIL
2921,110,89,87,86,99,0,63,EE or ME or AUE or CIVIL
2922,114,98,96,97,86,70,0,EE or ME or AUE or CIVIL
2923,108,91,93,98,92,0,64,EE or ME or AUE or CIVIL
2924,102,88,86,87,95,67,0,EE or ME or AUE or CIVIL
2925,102,85,91,94,89,64,0,EE or ME or AUE or CIVIL
2926,108,89,95,94,96,69,0,EE or ME or AUE or CIVIL
2927,108,94,85,92,94,70,0,EE or ME or AUE or CIVIL
2928,108,94,96,97,94,69,0,EE or ME or AUE or CIVIL
2929,96,85,100,96,97,77,0,EE or ME or AUE or CIVIL
2930,98,87,87,87,87,0,72,EE or ME or AUE or CIVIL
2931,113,92,89,93,95,62,0,EE or ME or AUE or CIVIL
2932,98,91,90,88,96,61,0,EE or ME or AUE or CIVIL
2933,103,85,93,89,85,72,0,EE or ME or AUE or CIVIL
2934,110,88,97,89,85,73,0,EE or ME or AUE or CIVIL
2935,109,91,96,89,100,0,71,EE or ME or AUE or CIVIL
2936,111,89,89,96,88,62,0,EE or ME or AUE or CIVIL
2937,98,99,90,97,95,0,76,EE or ME or AUE or CIVIL
2938,98,86,85,95,96,78,0,EE or ME or AUE or CIVIL
2939,109,90,96,96,89,0,67,EE or ME or AUE or CIVIL
2940,106,88,88,98,98,75,0,EE or ME or AUE or CIVIL
2941,101,99,92,95,98,0,76,EE or ME or AUE or CIVIL
2942,98,98,99,90,98,77,0,EE or ME or AUE or CIVIL
2943,100,100,97,90,94,74,0,EE or ME or AUE or CIVIL
2944,110,93,87,87,97,0,65,EE or ME or AUE or CIVIL
2945,103,94,95,89,98,72,0,EE or ME or AUE or CIVIL
2946,107,96,90,95,89,0,80,EE or ME or AUE or CIVIL
2947,115,85,85,96,87,0,77,EE or ME or AUE or CIVIL
2948,105,93,85,97,86,0,64,EE or ME or AUE or CIVIL
2949,110,95,87,85,93,0,71,EE or ME or AUE or CIVIL
2950,108,94,87,94,87,0,78,EE or ME or AUE or CIVIL
2951,108,100,87,99,95,71,0,EE or ME or AUE or CIVIL
2952,100,92,92,85,91,0,75,EE or ME or AUE or CIVIL
2953,112,100,93,100,98,71,0,EE or ME or AUE or CIVIL
2954,108,98,86,96,100,0,78,EE or ME or AUE or CIVIL
2955,113,96,85,97,89,65,0,EE or ME or AUE or CIVIL
2956,102,87,95,88,94,0,65,EE or ME or AUE or CIVIL
2957,107,89,94,91,89,0,61,EE or ME or AUE or CIVIL
2958,96,95,92,92,97,0,61,EE or ME or AUE or CIVIL
2959,107,99,90,97,100,66,0,EE or ME or AUE or CIVIL
2960,106,98,96,92,98,0,70,EE or ME or AUE or CIVIL
2961,112,89,94,89,81,65,0,CSE or IT
2962,119,98,95,86,94,0,97,CSE or IT
2963,114,93,99,80,85,0,94,CSE or IT
2964,102,98,95,100,87,0,87,CSE or IT
2965,107,85,93,98,84,73,0,CSE or IT
2966,119,87,92,95,95,77,0,CSE or IT
2967,115,97,93,98,97,71,0,CSE or IT
2968,112,97,90,83,85,0,90,CSE or IT
2969,117,88,93,97,84,0,90,CSE or IT
2970,109,98,90,81,95,0,86,CSE or IT
2971,118,85,90,80,92,70,0,CSE or IT
2972,116,85,99,94,84,0,91,CSE or IT
2973,118,92,95,84,92,0,96,CSE or IT
2974,104,100,94,99,96,72,0,CSE or IT
2975,120,86,100,90,97,80,0,CSE or IT
2976,108,96,93,89,87,70,0,CSE or IT
2977,111,99,100,81,92,75,0,CSE or IT
2978,120,92,92,82,98,0,86,CSE or IT
2979,100,91,90,91,82,74,0,CSE or IT
2980,100,94,95,99,87,80,0,CSE or IT
2981,114,94,91,84,81,0,90,CSE or IT
2982,101,86,97,84,87,74,0,CSE or IT
2983,115,90,99,85,92,63,0,CSE or IT
2984,107,90,94,88,92,70,0,CSE or IT
2985,112,87,96,81,80,78,0,CSE or IT
2986,120,95,99,100,85,0,85,CSE or IT
2987,100,86,91,91,98,74,0,CSE or IT
2988,115,96,97,82,95,0,87,CSE or IT
2989,106,85,91,99,87,0,86,CSE or IT
2990,104,90,93,91,80,63,0,CSE or IT
2991,102,96,90,96,95,0,91,CSE or IT
2992,111,89,94,89,88,80,0,CSE or IT
2993,115,98,98,93,92,72,0,CSE or IT
2994,118,98,90,96,90,0,98,CSE or IT
2995,104,95,98,97,92,0,88,CSE or IT
2996,113,93,100,98,100,0,92,CSE or IT
2997,104,85,97,96,89,78,0,CSE or IT
2998,114,100,95,93,83,61,0,CSE or IT
2999,116,99,96,88,85,0,90,CSE or IT
3000,113,99,92,87,86,73,0,CSE or IT
3001,119,91,90,81,84,63,0,CSE or IT
3002,104,99,94,92,90,75,0,CSE or IT
3003,111,89,91,86,92,80,0,CSE or IT
3004,115,89,94,88,98,0,96,CSE or IT
3005,115,98,97,90,89,79,0,CSE or IT
3006,120,86,100,93,89,0,94,CSE or IT
3007,106,95,98,83,90,73,0,CSE or IT
3008,103,87,91,92,100,0,88,CSE or IT
3009,100,91,92,81,86,0,89,CSE or IT
3010,104,90,92,84,97,74,0,CSE or IT
3011,109,100,90,90,83,0,97,CSE or IT
3012,104,96,97,85,81,0,97,CSE or IT
3013,103,86,95,97,93,0,99,CSE or IT
3014,101,90,97,100,92,0,99,CSE or IT
3015,119,86,100,89,91,0,93,CSE or IT
3016,109,86,98,83,86,0,91,CSE or IT
3017,118,86,94,88,81,62,0,CSE or IT
3018,100,98,92,85,92,67,0,CSE or IT
3019,104,99,94,81,93,75,0,CSE or IT
3020,112,95,94,96,96,69,0,CSE or IT
3021,103,87,94,84,88,63,0,CSE or IT
3022,115,99,92,85,96,77,0,CSE or IT
3023,115,86,100,91,87,0,100,CSE or IT
3024,101,88,99,100,81,61,0,CSE or IT
3025,116,93,93,89,92,76,0,CSE or IT
3026,119,90,98,100,82,0,94,CSE or IT
3027,111,85,99,85,95,72,0,CSE or IT
3028,117,92,98,87,85,0,98,CSE or IT
3029,102,99,91,81,98,63,0,CSE or IT
3030,100,96,97,91,86,0,98,CSE or IT
3031,100,98,97,92,89,0,93,CSE or IT
3032,118,91,96,100,88,70,0,CSE or IT
3033,110,94,97,86,81,66,0,CSE or IT
3034,104,87,92,89,94,0,91,CSE or IT
3035,111,85,95,92,84,0,100,CSE or IT
3036,102,89,90,96,83,0,96,CSE or IT
3037,100,97,96,100,99,0,85,CSE or IT
3038,100,88,90,93,83,71,0,CSE or IT
3039,107,94,98,81,97,69,0,CSE or IT
3040,109,92,90,90,83,66,0,CSE or IT
3041,110,85,90,80,96,0,100,CSE or IT
3042,111,94,96,98,91,0,96,CSE or IT
3043,112,85,91,100,96,72,0,CSE or IT
3044,111,96,94,83,89,66,0,CSE or IT
3045,113,88,97,98,80,76,0,CSE or IT
3046,101,92,97,100,97,69,0,CSE or IT
3047,118,89,92,90,97,0,92,CSE or IT
3048,117,86,96,87,93,0,88,CSE or IT
3049,102,90,92,90,94,0,87,CSE or IT
3050,116,89,95,83,91,69,0,CSE or IT
3051,107,86,95,96,83,63,0,CSE or IT
3052,109,97,92,86,82,0,100,CSE or IT
3053,101,98,96,87,99,0,98,CSE or IT
3054,118,95,92,82,91,0,97,CSE or IT
3055,108,95,97,81,86,0,91,CSE or IT
3056,106,100,99,94,90,79,0,CSE or IT
3057,103,95,93,84,80,0,96,CSE or IT
3058,120,87,90,80,85,63,0,CSE or IT
3059,117,99,93,83,94,66,0,CSE or IT
3060,112,93,96,94,94,60,0,CSE or IT
3061,110,91,100,99,98,71,0,CSE or IT
3062,103,91,93,98,90,0,87,CSE or IT
3063,120,100,95,82,81,72,0,CSE or IT
3064,103,99,98,99,93,0,92,CSE or IT
3065,109,95,90,90,81,0,90,CSE or IT
3066,104,90,94,96,83,69,0,CSE or IT
3067,108,100,100,92,96,74,0,CSE or IT
3068,102,92,96,90,82,0,89,CSE or IT
3069,116,88,90,81,92,72,0,CSE or IT
3070,102,92,93,88,88,80,0,CSE or IT
3071,115,88,95,81,86,68,0,CSE or IT
3072,103,92,91,100,94,68,0,CSE or IT
3073,117,93,99,88,90,0,88,CSE or IT
3074,116,87,94,88,99,0,92,CSE or IT
3075,106,100,100,87,81,0,92,CSE or IT
3076,104,87,99,96,94,0,96,CSE or IT
3077,111,95,90,80,93,0,85,CSE or IT
3078,116,97,95,90,99,74,0,CSE or IT
3079,112,100,95,87,90,0,93,CSE or IT
3080,102,86,93,89,82,0,98,CSE or IT
3081,108,97,97,86,96,0,89,CSE or IT
3082,116,94,93,82,91,0,88,CSE or IT
3083,116,87,97,82,100,69,0,CSE or IT
3084,119,87,97,97,94,69,0,CSE or IT
3085,115,89,94,84,95,67,0,CSE or IT
3086,112,89,93,91,84,75,0,CSE or IT
3087,118,86,91,91,99,0,90,CSE or IT
3088,116,96,100,98,85,0,90,CSE or IT
3089,103,94,92,85,98,76,0,CSE or IT
3090,111,97,92,81,84,0,86,CSE or IT
3091,108,90,93,91,82,64,0,CSE or IT
3092,118,89,93,98,80,63,0,CSE or IT
3093,111,90,99,84,85,77,0,CSE or IT
3094,108,85,100,91,94,78,0,CSE or IT
3095,106,89,100,96,81,0,92,CSE or IT
3096,113,93,94,96,82,63,0,CSE or IT
3097,119,96,93,89,96,0,91,CSE or IT
3098,118,94,100,96,91,0,100,CSE or IT
3099,114,98,99,94,97,66,0,CSE or IT
3100,115,86,97,91,94,0,85,CSE or IT
3101,120,85,95,95,91,0,89,CSE or IT
3102,104,98,95,98,95,69,0,CSE or IT
3103,102,94,97,87,87,77,0,CSE or IT
3104,111,97,96,100,93,78,0,CSE or IT
3105,119,95,99,96,96,63,0,CSE or IT
3106,120,93,100,84,100,69,0,CSE or IT
3107,103,94,99,95,87,0,100,CSE or IT
3108,120,93,97,85,94,0,96,CSE or IT
3109,115,99,91,87,93,60,0,CSE or IT
3110,106,93,98,97,97,77,0,CSE or IT
3111,112,90,90,91,99,0,90,CSE or IT
3112,120,99,97,94,86,64,0,CSE or IT
3113,109,92,100,88,82,74,0,CSE or IT
3114,106,98,93,92,91,76,0,CSE or IT
3115,113,95,93,94,100,0,88,CSE or IT
3116,104,99,94,89,82,62,0,CSE or IT
3117,102,100,97,95,99,0,86,CSE or IT
3118,110,97,94,86,93,0,97,CSE or IT
3119,110,85,97,96,94,71,0,CSE or IT
3120,117,94,99,100,93,0,98,CSE or IT
3121,114,88,90,86,86,61,0,CSE or IT
3122,111,85,99,93,96,0,88,CSE or IT
3123,108,92,98,94,91,0,85,CSE or IT
3124,109,85,95,100,99,0,91,CSE or IT
3125,111,87,92,86,83,60,0,CSE or IT
3126,116,97,97,88,88,0,86,CSE or IT
3127,105,88,98,98,85,80,0,CSE or IT
3128,106,99,95,95,95,76,0,CSE or IT
3129,113,99,100,87,100,75,0,CSE or IT
3130,112,99,96,97,100,0,97,CSE or IT
3131,107,92,90,97,81,0,86,CSE or IT
3132,109,90,94,99,87,64,0,CSE or IT
3133,108,98,94,86,90,0,93,CSE or IT
3134,117,94,99,82,92,74,0,CSE or IT
3135,101,96,93,97,96,0,89,CSE or IT
3136,104,91,95,89,87,62,0,CSE or IT
3137,104,98,96,86,100,0,86,CSE or IT
3138,105,92,98,96,97,66,0,CSE or IT
3139,118,86,90,93,97,0,95,CSE or IT
3140,107,97,95,82,93,70,0,CSE or IT
3141,115,94,96,91,94,69,0,CSE or IT
3142,112,98,92,92,85,68,0,CSE or IT
3143,100,95,97,81,90,0,93,CSE or IT
3144,119,92,94,82,92,0,93,CSE or IT
3145,116,87,98,84,80,73,0,CSE or IT
3146,106,91,94,90,85,0,85,CSE or IT
3147,112,87,98,87,88,0,95,CSE or IT
3148,103,99,99,91,87,0,87,CSE or IT
3149,103,91,93,86,90,0,88,CSE or IT
3150,105,98,98,94,98,72,0,CSE or IT
3151,118,95,94,96,88,61,0,CSE or IT
3152,111,99,99,83,96,0,98,CSE or IT
3153,106,96,98,92,91,0,91,CSE or IT
3154,109,97,92,97,93,0,94,CSE or IT
3155,118,86,93,80,94,62,0,CSE or IT
3156,106,94,98,95,95,66,0,CSE or IT
3157,102,90,99,92,99,0,88,CSE or IT
3158,112,87,100,89,80,0,86,CSE or IT
3159,112,87,95,91,89,0,91,CSE or IT
3160,117,99,91,81,87,0,90,CSE or IT
3161,119,100,96,82,97,0,87,CSE or IT
3162,107,93,91,89,80,80,0,CSE or IT
3163,108,91,100,81,81,77,0,CSE or IT
3164,106,89,91,92,80,0,90,CSE or IT
3165,100,96,100,92,80,0,95,CSE or IT
3166,102,94,90,97,88,62,0,CSE or IT
3167,112,91,100,82,92,69,0,CSE or IT
3168,116,93,100,86,80,0,99,CSE or IT
3169,100,85,100,93,92,66,0,CSE or IT
3170,105,91,92,99,99,68,0,CSE or IT
3171,120,90,95,96,86,0,90,CSE or IT
3172,105,94,97,100,81,0,96,CSE or IT
3173,111,98,98,91,85,0,89,CSE or IT
3174,112,96,96,95,86,76,0,CSE or IT
3175,112,93,93,91,93,0,88,CSE or IT
3176,114,85,95,94,97,70,0,CSE or IT
3177,120,97,94,89,94,66,0,CSE or IT
3178,115,88,97,86,81,0,94,CSE or IT
3179,120,93,90,99,89,0,96,CSE or IT
3180,110,88,90,84,91,0,99,CSE or IT
3181,104,94,100,80,96,0,85,CSE or IT
3182,103,87,95,96,87,0,94,CSE or IT
3183,102,93,99,82,90,73,0,CSE or IT
3184,118,97,91,92,82,78,0,CSE or IT
3185,119,86,94,93,85,63,0,CSE or IT
3186,117,99,90,97,88,65,0,CSE or IT
3187,114,88,96,83,85,0,90,CSE or IT
3188,108,99,90,97,88,69,0,CSE or IT
3189,116,90,93,84,86,0,86,CSE or IT
3190,113,86,98,95,88,0,97,CSE or IT
3191,114,99,90,80,97,0,87,CSE or IT
3192,100,92,93,100,91,0,98,CSE or IT
3193,120,92,95,93,87,0,92,CSE or IT
3194,102,85,95,94,87,66,0,CSE or IT
3195,115,96,97,88,97,72,0,CSE or IT
3196,110,87,90,94,99,0,94,CSE or IT
3197,111,94,96,96,94,73,0,CSE or IT
3198,109,93,90,83,86,63,0,CSE or IT
3199,115,89,96,91,90,0,98,CSE or IT
3200,107,90,92,84,99,67,0,CSE or IT
3201,105,88,100,84,95,0,98,CSE or IT
3202,111,94,97,90,83,0,90,CSE or IT
3203,120,100,92,85,85,0,87,CSE or IT
3204,107,86,90,86,82,64,0,CSE or IT
3205,103,95,97,93,88,60,0,CSE or IT
3206,107,92,92,90,89,0,100,CSE or IT
3207,117,95,91,92,93,63,0,CSE or IT
3208,104,97,90,81,90,0,91,CSE or IT
3209,108,90,92,86,97,0,88,CSE or IT
3210,103,89,91,99,91,0,98,CSE or IT
3211,116,93,91,83,91,62,0,CSE or IT
3212,108,85,95,87,92,68,0,CSE or IT
3213,100,89,90,99,92,0,93,CSE or IT
3214,120,90,91,100,98,67,0,CSE or IT
3215,119,89,95,98,98,60,0,CSE or IT
3216,112,90,92,92,93,0,99,CSE or IT
3217,115,90,93,93,83,0,89,CSE or IT
3218,112,91,90,89,92,0,87,CSE or IT
3219,113,100,97,90,87,0,86,CSE or IT
3220,102,88,96,81,100,65,0,CSE or IT
3221,105,98,96,88,98,0,95,CSE or IT
3222,117,95,92,96,91,0,86,CSE or IT
3223,118,98,99,82,97,68,0,CSE or IT
3224,104,98,99,85,85,0,87,CSE or IT
3225,114,98,92,84,97,0,86,CSE or IT
3226,101,99,91,84,98,0,98,CSE or IT
3227,109,92,90,94,84,0,88,CSE or IT
3228,117,91,96,96,88,0,86,CSE or IT
3229,112,93,96,88,82,66,0,CSE or IT
3230,104,91,91,82,89,63,0,CSE or IT
3231,100,87,96,99,98,0,100,CSE or IT
3232,100,87,97,96,82,0,94,CSE or IT
3233,117,99,90,89,94,0,93,CSE or IT
3234,114,92,98,82,80,0,86,CSE or IT
3235,116,89,96,97,86,0,93,CSE or IT
3236,110,88,92,97,91,0,97,CSE or IT
3237,120,92,97,96,96,0,90,CSE or IT
3238,116,99,96,82,100,0,85,CSE or IT
3239,112,90,100,82,99,0,88,CSE or IT
3240,100,86,97,85,84,0,99,CSE or IT
3241,101,88,95,92,83,0,98,CSE or IT
3242,108,96,98,94,91,72,0,CSE or IT
3243,102,95,94,88,99,76,0,CSE or IT
3244,100,88,92,83,97,61,0,CSE or IT
3245,120,99,92,93,96,0,85,CSE or IT
3246,115,90,90,84,98,64,0,CSE or IT
3247,105,90,97,81,88,71,0,CSE or IT
3248,116,85,91,90,83,0,98,CSE or IT
3249,104,98,92,88,100,80,0,CSE or IT
3250,104,92,97,82,81,0,100,CSE or IT
3251,105,90,97,88,83,67,0,CSE or IT
3252,102,87,100,82,81,65,0,CSE or IT
3253,120,98,93,81,94,0,90,CSE or IT
3254,104,93,93,91,81,67,0,CSE or IT
3255,120,86,94,89,83,77,0,CSE or IT
3256,104,99,95,88,85,0,98,CSE or IT
3257,109,95,94,94,86,0,97,CSE or IT
3258,109,92,96,87,89,62,0,CSE or IT
3259,118,94,91,84,98,0,88,CSE or IT
3260,116,87,96,90,98,71,0,CSE or IT
