Serial,IQ,English,Accountancy,Economics,Buisness Studies,Mathematics,Computer Application,Stream
2851,84,58,66,60,62,0,60,Hotel Management
2852,88,65,63,57,55,0,63,Hotel Management
2853,82,67,62,64,65,0,67,Hotel Management
2854,90,61,65,68,67,64,0,Hotel Management
2855,81,59,68,58,59,0,55,Hotel Management
2856,85,63,67,66,60,63,0,Hotel Management
2857,83,64,57,66,58,0,70,Hotel Management
2858,87,56,64,67,61,0,65,Hotel Management
2859,87,64,69,60,59,57,0,Hotel Management
2860,90,57,67,61,58,61,0,Hotel Management
2861,88,64,60,61,61,0,69,Hotel Management
2862,82,69,61,68,68,0,69,Hotel Management
2863,82,63,69,69,67,0,57,Hotel Management
2864,89,67,55,61,59,68,0,Hotel Management
2865,85,59,63,70,70,58,0,Hotel Management
2866,81,69,56,64,58,66,0,Hotel Management
2867,89,68,69,61,69,60,0,Hotel Management
2868,87,69,55,55,59,0,56,Hotel Management
2869,80,66,55,64,63,0,67,Hotel Management
2870,88,65,60,65,58,61,0,Hotel Management
2871,86,63,58,70,67,66,0,Hotel Management
2872,86,69,62,66,60,0,58,Hotel Management
2873,89,68,59,55,68,0,57,Hotel Management
2874,85,61,60,64,56,0,62,Hotel Management
2875,85,56,64,66,63,62,0,Hotel Management
2876,86,55,63,62,57,56,0,Hotel Management
2877,82,58,69,61,69,0,69,Hotel Management
2878,81,56,62,67,61,0,67,Hotel Management
2879,89,58,64,64,65,0,63,Hotel Management
2880,82,56,65,65,69,69,0,Hotel Management
2881,85,70,57,62,63,58,0,Hotel Management
2882,82,56,65,59,55,56,0,Hotel Management
2883,82,65,68,63,58,0,58,Hotel Management
2884,86,60,60,70,58,0,60,Hotel Management
2885,88,57,57,64,69,56,0,Hotel Management
2886,84,66,60,66,69,0,66,Hotel Management
2887,81,70,59,56,62,56,0,Hotel Management
2888,82,67,64,70,69,62,0,Hotel Management
2889,81,70,68,58,58,0,57,Hotel Management
2890,89,64,64,70,65,68,0,Hotel Management
2891,83,65,57,62,61,0,63,Hotel Management
2892,84,57,60,69,58,0,55,Hotel Management
2893,80,68,66,69,59,57,0,Hotel Management
2894,84,66,60,67,61,68,0,Hotel Management
2895,90,59,64,69,60,0,60,Hotel Management
2896,84,60,66,64,58,66,0,Hotel Management
2897,87,64,60,68,60,65,0,Hotel Management
2898,82,55,65,57,57,61,0,Hotel Management
2899,81,68,61,56,70,0,58,Hotel Management
2900,88,59,57,63,61,0,65,Hotel Management
2901,80,56,60,67,56,0,69,Hotel Management
2902,84,60,62,67,64,62,0,Hotel Management
2903,83,68,55,63,69,61,0,Hotel Management
2904,80,59,69,63,60,0,57,Hotel Management
2905,85,63,63,64,68,64,0,Hotel Management
2906,90,67,55,68,64,0,67,Hotel Management
2907,80,55,68,68,66,0,65,Hotel Management
2908,88,67,68,56,59,57,0,Hotel Management
2909,85,59,55,64,55,0,70,Hotel Management
2910,87,66,57,61,60,0,69,Hotel Management
2911,81,58,60,67,69,56,0,Hotel Management
2912,89,57,63,63,67,70,0,Hotel Management
2913,80,67,66,70,67,0,56,Hotel Management
2914,89,67,61,61,69,62,0,Hotel Management
2915,87,70,64,65,60,0,66,Hotel Management
2916,83,65,55,56,60,68,0,Hotel Management
2917,80,62,65,69,69,0,64,Hotel Management
2918,86,58,69,57,64,61,0,Hotel Management
2919,80,59,63,61,59,61,0,Hotel Management
2920,86,65,62,68,59,0,56,Hotel Management
2921,88,60,59,70,69,0,59,Hotel Management
2922,82,62,70,62,55,70,0,Hotel Management
2923,82,57,55,62,55,61,0,Hotel Management
2924,82,62,59,55,66,59,0,Hotel Management
2925,82,58,57,70,55,0,69,Hotel Management
2926,81,56,68,55,57,0,63,Hotel Management
2927,82,57,62,55,70,0,60,Hotel Management
2928,87,63,69,62,61,64,0,Hotel Management
2929,83,60,65,55,66,64,0,Hotel Management
2930,88,56,63,57,62,57,0,Hotel Management
2931,89,63,63,65,56,0,60,Hotel Management
2932,88,57,58,66,57,0,68,Hotel Management
2933,85,55,63,59,67,65,0,Hotel Management
2934,83,57,65,67,56,0,59,Hotel Management
2935,90,62,70,64,64,0,57,Hotel Management
2936,82,70,63,58,60,57,0,Hotel Management
2937,85,58,70,66,60,59,0,Hotel Management
2938,84,59,70,64,70,63,0,Hotel Management
2939,88,58,63,67,64,61,0,Hotel Management
2940,86,60,62,57,64,61,0,Hotel Management
2941,88,66,57,58,60,0,64,Hotel Management
2942,90,60,59,59,61,56,0,Hotel Management
2943,84,65,69,60,65,0,70,Hotel Management
2944,89,69,57,69,55,59,0,Hotel Management
2945,81,70,61,66,58,56,0,Hotel Management
2946,90,64,66,63,64,59,0,Hotel Management
2947,81,66,58,63,64,67,0,Hotel Management
2948,89,69,70,69,56,58,0,Hotel Management
2949,84,67,65,62,67,59,0,Hotel Management
2950,90,59,55,58,63,0,57,Hotel Management
2951,81,57,58,57,58,61,0,Hotel Management
2952,85,56,66,60,67,56,0,Hotel Management
2953,89,69,68,65,70,60,0,Hotel Management
2954,80,63,69,62,61,0,59,Hotel Management
2955,82,59,68,61,59,58,0,Hotel Management
2956,80,60,56,62,59,0,62,Hotel Management
2957,83,59,66,70,64,0,58,Hotel Management
2958,84,67,56,70,55,0,65,Hotel Management
2959,86,64,56,57,62,61,0,Hotel Management
2960,82,69,66,56,55,0,59,Hotel Management
2961,81,59,62,58,55,0,57,Hotel Management
2962,81,62,65,68,61,60,0,Hotel Management
2963,90,56,68,62,66,0,59,Hotel Management
2964,90,70,56,68,69,0,69,Hotel Management
2965,82,63,63,65,56,64,0,Hotel Management
2966,82,63,68,63,58,0,69,Hotel Management
2967,80,61,62,59,61,64,0,Hotel Management
2968,90,59,63,60,64,65,0,Hotel Management
2969,87,70,62,57,70,61,0,Hotel Management
2970,88,62,69,63,65,65,0,Hotel Management
2971,83,65,55,59,63,0,63,Hotel Management
2972,87,55,69,59,55,0,61,Hotel Management
2973,80,59,68,55,56,0,68,Hotel Management
2974,87,67,68,67,57,0,58,Hotel Management
2975,86,56,61,70,65,70,0,Hotel Management
2976,83,56,63,62,60,61,0,Hotel Management
2977,87,67,60,63,58,0,65,Hotel Management
2978,87,59,59,69,65,0,65,Hotel Management
2979,84,59,69,63,68,0,66,Hotel Management
2980,82,64,63,64,62,0,58,Hotel Management
2981,80,58,66,61,69,0,66,Hotel Management
2982,90,55,56,63,66,59,0,Hotel Management
2983,83,55,67,63,66,0,64,Hotel Management
2984,83,56,65,66,68,63,0,Hotel Management
2985,87,57,70,64,57,0,69,Hotel Management
2986,82,66,57,63,67,55,0,Hotel Management
2987,84,59,63,56,70,61,0,Hotel Management
2988,87,56,63,69,70,56,0,Hotel Management
2989,86,55,63,69,64,0,57,Hotel Management
2990,87,62,55,57,67,68,0,Hotel Management
2991,80,68,62,59,69,69,0,Hotel Management
2992,84,60,59,70,68,0,64,Hotel Management
2993,85,56,64,60,69,69,0,Hotel Management
2994,86,58,58,67,68,0,68,Hotel Management
2995,81,62,61,67,61,0,59,Hotel Management
2996,81,58,64,68,66,0,66,Hotel Management
2997,88,70,56,55,61,70,0,Hotel Management
2998,87,67,67,62,67,0,56,Hotel Management
2999,88,60,66,64,67,63,0,Hotel Management
3000,82,70,55,68,69,55,0,Hotel Management
3001,90,60,56,58,64,0,66,Hotel Management
3002,83,57,68,59,62,64,0,Hotel Management
3003,87,70,59,57,57,64,0,Hotel Management
3004,81,70,68,67,65,66,0,Hotel Management
3005,90,60,62,70,64,61,0,Hotel Management
3006,83,64,60,57,63,58,0,Hotel Management
3007,88,57,59,58,65,0,64,Hotel Management
3008,83,65,65,59,68,64,0,Hotel Management
3009,88,66,56,69,57,0,58,Hotel Management
3010,84,66,61,62,61,0,56,Hotel Management
3011,80,64,60,59,66,0,66,Hotel Management
3012,82,66,57,60,68,62,0,Hotel Management
3013,87,63,60,64,67,58,0,Hotel Management
3014,82,68,63,61,67,63,0,Hotel Management
3015,83,57,65,57,68,0,58,Hotel Management
3016,85,62,56,68,70,0,62,Hotel Management
3017,82,61,68,61,64,0,55,Hotel Management
3018,81,63,69,59,58,0,70,Hotel Management
3019,86,57,66,66,64,0,63,Hotel Management
3020,87,60,69,66,66,69,0,Hotel Management
3021,88,70,61,57,56,0,69,Hotel Management
3022,90,56,68,56,67,61,0,Hotel Management
3023,81,65,66,55,63,0,57,Hotel Management
3024,84,65,64,67,69,59,0,Hotel Management
3025,82,62,57,65,58,65,0,Hotel Management
3026,89,55,63,67,69,0,58,Hotel Management
3027,85,55,69,65,62,0,64,Hotel Management
3028,81,59,70,61,64,61,0,Hotel Management
3029,87,56,62,64,65,0,64,Hotel Management
3030,80,56,58,66,64,0,67,Hotel Management
3031,83,57,66,61,69,0,69,Hotel Management
3032,87,58,56,69,57,0,68,Hotel Management
3033,85,68,57,69,66,0,57,Hotel Management
3034,88,65,63,67,70,67,0,Hotel Management
3035,86,55,70,70,58,0,59,Hotel Management
3036,89,65,60,61,59,0,69,Hotel Management
3037,86,57,62,56,62,68,0,Hotel Management
3038,80,61,60,62,66,55,0,Hotel Management
3039,80,55,62,66,70,0,63,Hotel Management
3040,88,56,55,67,67,63,0,Hotel Management
3041,80,57,64,61,67,69,0,Hotel Management
3042,84,61,64,59,62,0,68,Hotel Management
3043,80,62,60,62,65,0,64,Hotel Management
3044,83,60,59,67,58,0,55,Hotel Management
3045,86,64,67,55,62,0,62,Hotel Management
3046,81,66,58,60,58,0,68,Hotel Management
3047,85,66,55,58,55,0,65,Hotel Management
3048,90,64,55,67,68,0,57,Hotel Management
3049,80,63,69,62,67,63,0,Hotel Management
3050,80,62,60,56,63,58,0,Hotel Management
3051,82,58,56,59,55,69,0,Hotel Management
3052,89,62,69,55,56,65,0,Hotel Management
3053,84,55,57,62,56,0,58,Hotel Management
3054,87,70,60,70,66,69,0,Hotel Management
3055,80,60,55,64,58,68,0,Hotel Management
3056,88,67,65,68,59,0,68,Hotel Management
3057,80,70,66,66,68,70,0,Hotel Management
3058,87,62,67,69,69,63,0,Hotel Management
3059,81,68,59,59,67,0,70,Hotel Management
3060,89,62,60,70,59,0,67,Hotel Management
3061,83,57,70,58,64,65,0,Hotel Management
3062,87,68,63,62,70,58,0,Hotel Management
3063,82,63,66,64,68,60,0,Hotel Management
3064,86,62,55,62,64,58,0,Hotel Management
3065,82,68,56,63,62,61,0,Hotel Management
3066,89,66,57,55,69,64,0,Hotel Management
3067,88,55,69,58,57,66,0,Hotel Management
3068,86,65,60,58,56,58,0,Hotel Management
3069,85,60,68,70,70,60,0,Hotel Management
3070,89,64,61,63,57,68,0,Hotel Management
3071,89,59,63,57,55,65,0,Hotel Management
3072,89,66,67,64,55,59,0,Hotel Management
3073,82,60,56,70,56,66,0,Hotel Management
3074,89,60,57,59,65,57,0,Hotel Management
3075,90,55,56,67,55,59,0,Hotel Management
3076,83,57,69,63,59,65,0,Hotel Management
3077,85,70,66,70,62,55,0,Hotel Management
3078,83,57,65,64,68,69,0,Hotel Management
3079,88,66,58,66,56,67,0,Hotel Management
3080,82,68,63,62,67,62,0,Hotel Management
3081,83,66,66,65,64,56,0,Hotel Management
3082,83,59,56,61,59,0,63,Hotel Management
3083,84,69,64,65,60,0,68,Hotel Management
3084,87,65,59,65,68,0,68,Hotel Management
3085,82,58,68,59,57,0,68,Hotel Management
3086,86,58,68,67,69,0,61,Hotel Management
3087,89,61,66,68,65,0,63,Hotel Management
3088,87,61,59,60,65,0,63,Hotel Management
3089,90,61,61,56,67,0,64,Hotel Management
3090,88,68,63,66,55,0,63,Hotel Management
3091,82,57,67,68,63,0,59,Hotel Management
3092,82,61,65,64,62,0,61,Hotel Management
3093,90,63,68,69,55,0,55,Hotel Management
3094,90,70,70,57,59,0,58,Hotel Management
3095,87,66,65,62,57,0,57,Hotel Management
3096,82,64,61,69,56,0,55,Hotel Management
3097,84,67,65,64,68,0,55,Hotel Management
3098,85,64,69,57,59,0,58,Hotel Management
3099,83,61,69,68,66,0,58,Hotel Management
3100,82,65,55,67,67,0,69,Hotel Management
3101,83,56,59,57,66,0,58,Hotel Management
